
Outstanding sunspot characteristics on the onset of the Maunder Minimum described by Hevelius

Original source: V.M.S. Carrasco, J.M. Vaquero, M.C. Gallego, A. Muñoz-Jaramillo, G. de Toma, P. Galaviz, R. Arlt, V. Senthamizh Pavai, F. Sánchez-Bajo, J. Villalba Álvarez, J.M. Gómez: 2019, The Astrophysical Journal.

YYYY MM DD HH MI:  Date/time
T               :  Time flag 1= time known, 0= time presumed
L0              :  central meridian longitude
B0              :  centre of disk latitude
CMD             :  central meridian distance
LLL.L           :  longitude converted to carrington longitude
BBB.B           :  latitude
M               :  method
Q               :  quality flag 1=best
SS              :  cursor size used to estimate area
GROUP           :  group name (assigned by us)
MEASURER        :  person who measured
MOD_L MOD_B SIGMA: irrelevant, only for bayesian inference of spot locations
DELTA           :  distance from disk center in degrees
UMSD            :  uncorrected umbral area in millionths of solar disk
UMSH            :  corrected umbral area in millionths of solar hemisphere


YYYY MM DD HH MI T    L0    B0   CMD LLL.L BBB.B M Q SS GROUP    MEASURER   MOD_L MOD_B SIGMA DELTA UMSD  UMSH
1644 05 11 08 49 1  19.3  -2.5  13.3  32.6  -4.9 C 1  2 62       pavai        NaN   NaN   NaN 13.5  10.1   5.2
1644 05 11 08 49 1  19.3  -2.5  12.5  31.8  -8.0 C 1  2 62       pavai        NaN   NaN   NaN 13.6  10.1   5.2
1644 05 11 08 49 1  19.3  -2.5  11.7  31.0  -6.8 C 1  2 62       pavai        NaN   NaN   NaN 12.4  10.1   5.2
1644 05 11 08 49 1  19.3  -2.5  21.3  40.6  -8.9 C 1  4 62       pavai        NaN   NaN   NaN 22.1  41.6  22.5
1644 05 11 08 49 1  19.3  -2.5  15.2  34.5  -6.5 C 1  8 62       pavai        NaN   NaN   NaN 15.7 207.9 108.0
1644 05 12 09 55 1  19.5  -2.4  48.3  67.8   9.3 C 1  2 61       pavai        NaN   NaN   NaN 49.5  10.1   7.8
1644 05 12 09 55 1  19.5  -2.4  64.7  84.2   6.8 C 1  2 61       pavai        NaN   NaN   NaN 65.2  10.1  12.0
1644 05 12 09 55 1  19.5  -2.4  67.1  86.6   8.7 C 1  2 61       pavai        NaN   NaN   NaN 67.8  10.1  13.4
1644 05 12 09 55 1  19.5  -2.4  69.0  88.5   9.4 C 1  3 61       pavai        NaN   NaN   NaN 69.7  23.6  34.1
1644 05 12 09 55 1  19.5  -2.4  34.8  54.3  -9.5 C 1  3 62       pavai        NaN   NaN   NaN 35.3  23.6  14.5
1644 05 12 09 55 1  19.5  -2.4  26.9  46.4  -5.8 C 1  3 62       pavai        NaN   NaN   NaN 27.0  23.6  13.2
1644 05 12 09 55 1  19.5  -2.4  26.6  46.1  -6.4 C 1  2 62       pavai        NaN   NaN   NaN 26.8  10.1   5.7
1644 05 12 09 55 1  19.5  -2.4  26.1  45.6  -8.0 C 1  2 62       pavai        NaN   NaN   NaN 26.6  10.1   5.6
1644 05 12 09 55 1  19.5  -2.4  29.0  48.5  -6.5 C 1  7 62       pavai        NaN   NaN   NaN 29.2 162.9  93.3
1644 05 13 07 45 1  19.7  -2.3  79.8  99.5   8.4 C 1  1 61       pavai        NaN   NaN   NaN 80.3   5.6  16.5
1644 05 13 07 45 1  19.7  -2.3  76.0  95.7   8.7 C 1  0 61       pavai        NaN   NaN   NaN 76.5   1.1   2.4
1644 05 13 07 45 1  19.7  -2.3  75.9  95.6   7.5 C 1  0 61       pavai        NaN   NaN   NaN 76.3   1.1   2.3
1644 05 13 07 45 1  19.7  -2.3  46.5  66.2  -9.9 C 1  3 62       pavai        NaN   NaN   NaN 46.8  23.6  17.2
1644 05 13 07 45 1  19.7  -2.3  38.2  57.9  -8.8 C 1  4 62       pavai        NaN   NaN   NaN 38.6  41.6  26.6
1644 05 13 07 45 1  19.7  -2.3  38.8  58.5  -6.9 C 1  4 62       pavai        NaN   NaN   NaN 38.9  41.6  26.7
1644 05 13 07 45 1  19.7  -2.3  40.3  60.0  -7.9 C 1  7 62       pavai        NaN   NaN   NaN 40.5 162.9 107.1
1644 05 14 07 54 1  20.0  -2.1  53.3  73.2 -11.2 C 1  1 62       pavai        NaN   NaN   NaN 53.6   5.6   4.7
1644 05 14 07 54 1  20.0  -2.1  61.1  81.1 -11.0 C 1  2 62       pavai        NaN   NaN   NaN 61.2  10.1  10.5
1644 05 14 07 54 1  20.0  -2.1  52.0  72.0  -9.1 C 1  2 62       pavai        NaN   NaN   NaN 52.2  10.1   8.2
1644 05 14 07 54 1  20.0  -2.1  52.1  72.1  -7.9 C 1  2 62       pavai        NaN   NaN   NaN 52.2  10.1   8.2
1644 05 14 07 54 1  20.0  -2.1  53.9  73.9  -6.8 C 1  2 62       pavai        NaN   NaN   NaN 53.9  10.1   8.6
1644 05 14 07 54 1  20.0  -2.1  53.4  73.4  -6.4 C 1  0 62       pavai        NaN   NaN   NaN 53.4   1.1   0.9
1644 05 14 07 54 1  20.0  -2.1  54.0  74.0  -8.5 C 1  6 62       pavai        NaN   NaN   NaN 54.1 109.0  92.9
1644 05 15 07 53 1  20.2  -2.0  69.6  89.8 -10.4 C 1  1 62       pavai        NaN   NaN   NaN 69.6   5.6   8.0
1644 05 15 07 53 1  20.2  -2.0  67.8  88.0  -9.7 C 1  1 62       pavai        NaN   NaN   NaN 67.8   5.6   7.4
1644 05 15 07 53 1  20.2  -2.0  73.4  93.6 -11.7 C 1  3 62       pavai        NaN   NaN   NaN 73.3  23.6  41.2
1644 05 15 07 53 1  20.2  -2.0  67.6  87.8  -9.1 C 1  0 62       pavai        NaN   NaN   NaN 67.6   1.1   1.4
1644 05 15 07 53 1  20.2  -2.0  68.2  88.4  -8.6 C 1  0 62       pavai        NaN   NaN   NaN 68.1   1.1   1.5
1644 05 15 07 53 1  20.2  -2.0  70.1  90.3  -7.8 C 1  0 62       pavai        NaN   NaN   NaN 70.0   1.1   1.6
1644 05 15 07 53 1  20.2  -2.0  69.7  89.9  -9.0 C 1  4 62       pavai        NaN   NaN   NaN 69.6  41.6  59.8
1644 05 16 06 46 1  20.4  -1.9  79.1  99.5  -9.6 C 1  2 62       pavai        NaN   NaN   NaN 78.9  10.1  26.3
1644 05 16 06 46 1  20.4  -1.9  80.1 100.5  -8.6 C 1  1 62       pavai        NaN   NaN   NaN 79.9   5.6  16.0
1644 05 16 06 46 1  20.4  -1.9  79.0  99.4 -10.2 C 1  0 62       pavai        NaN   NaN   NaN 78.8   1.1   2.8
1644 05 16 08 33 1  20.4  -1.9 -50.6 329.8  -1.5 C 1  3 63       pavai        NaN   NaN   NaN 50.6  23.6  18.6
1644 05 16 08 33 1  20.4  -1.9 -51.9 328.5  -1.8 C 1  1 63       pavai        NaN   NaN   NaN 51.9   5.6   4.5
1644 05 16 08 33 1  20.4  -1.9 -44.2 336.2  -0.3 C 1  1 63       pavai        NaN   NaN   NaN 44.2   5.6   3.9
1644 05 16 08 33 1  20.4  -1.9 -45.9 334.5  -0.6 C 1  2 63       pavai        NaN   NaN   NaN 45.9  10.1   7.3
1644 05 16 08 33 1  20.4  -1.9 -47.6 332.8  -1.8 C 1  2 63       pavai        NaN   NaN   NaN 47.6  10.1   7.5
1644 05 16 08 33 1  20.4  -1.9 -51.0 329.4  -2.3 C 1  2 63       pavai        NaN   NaN   NaN 51.0  10.1   8.0
1644 05 16 08 33 1  20.4  -1.9 -43.9 336.5  -1.7 C 1  3 63       pavai        NaN   NaN   NaN 43.9  23.6  16.4
1644 05 22 07 13 1  21.4  -1.2 -10.5  10.9   5.3 C 1  1 63       pavai        NaN   NaN   NaN 12.3   5.6   2.9
1644 05 22 07 13 1  21.4  -1.2  -9.3  12.1   2.8 C 1  2 63       pavai        NaN   NaN   NaN 10.1  10.1   5.1
1644 05 22 07 13 1  21.4  -1.2  -4.5  16.9   1.2 C 1  3 63       pavai        NaN   NaN   NaN  5.1  23.6  11.8
1644 05 22 07 13 1  21.4  -1.2 -14.0   7.4   2.1 C 1  3 63       pavai        NaN   NaN   NaN 14.4  23.6  12.2
1644 05 22 07 13 1  21.4  -1.2 -12.5   8.9   2.7 C 1  0 63       pavai        NaN   NaN   NaN 13.1   1.1   0.6
1644 05 22 07 13 1  21.4  -1.2 -13.0   8.4   3.4 C 1  0 63       pavai        NaN   NaN   NaN 13.8   1.1   0.6
1644 05 22 07 13 1  21.4  -1.2 -13.6   7.8   1.6 C 1  2 63       pavai        NaN   NaN   NaN 13.9  10.1   5.2
1644 05 22 07 13 1  21.4  -1.2  -4.0  17.4  -0.3 C 1  6 63       pavai        NaN   NaN   NaN  4.1 108.8  54.5
1644 05 22 07 13 1  21.4  -1.2 -13.1   8.3  -5.1 C 1  3 64       pavai        NaN   NaN   NaN 13.6  23.6  12.1
1644 05 23 07 02 1  21.6  -1.1  -0.9  20.7   1.2 C 1  3 63       pavai        NaN   NaN   NaN  2.5  23.6  11.8
1644 05 23 07 02 1  21.6  -1.1   3.3  24.9   1.7 C 1  0 63       pavai        NaN   NaN   NaN  4.3   1.1   0.6
1644 05 23 07 02 1  21.6  -1.1   2.1  23.7   3.6 C 1  0 63       pavai        NaN   NaN   NaN  5.1   1.1   0.6
1644 05 23 07 02 1  21.6  -1.1   2.5  24.1   2.7 C 1  0 63       pavai        NaN   NaN   NaN  4.5   1.1   0.6
1644 05 23 07 02 1  21.6  -1.1   1.9  23.5   2.3 C 1  0 63       pavai        NaN   NaN   NaN  3.9   1.1   0.6
1644 05 23 07 02 1  21.6  -1.1   4.3  25.9   1.8 C 1  1 63       pavai        NaN   NaN   NaN  5.2   5.6   2.8
1644 05 23 07 02 1  21.6  -1.1   3.4  25.0   2.4 C 1  1 63       pavai        NaN   NaN   NaN  4.9   5.6   2.8
1644 05 23 07 02 1  21.6  -1.1   5.3  26.9   3.0 C 1  2 63       pavai        NaN   NaN   NaN  6.7  10.1   5.1
1644 05 23 07 02 1  21.6  -1.1   3.5  25.1   3.7 C 1  2 63       pavai        NaN   NaN   NaN  5.9  10.1   5.1
1644 05 23 07 02 1  21.6  -1.1   0.3  21.9   2.3 C 1  3 63       pavai        NaN   NaN   NaN  3.4  23.6  11.8
1644 05 23 07 02 1  21.6  -1.1   9.6  31.2  -1.1 C 1  6 63       pavai        NaN   NaN   NaN  9.6 108.8  55.2
1644 05 24 07 24 1  21.8  -1.0  19.4  41.2   0.7 C 1  1 63       pavai        NaN   NaN   NaN 19.5   5.6   3.0
1644 05 24 07 24 1  21.8  -1.0  18.0  39.8   1.3 C 1  2 63       pavai        NaN   NaN   NaN 18.1  10.1   5.3
1644 05 24 07 24 1  21.8  -1.0  16.2  38.0   1.5 C 1  2 63       pavai        NaN   NaN   NaN 16.4  10.1   5.3
1644 05 24 07 24 1  21.8  -1.0  12.8  34.6   0.3 C 1  3 63       pavai        NaN   NaN   NaN 12.9  23.6  12.1
1644 05 24 07 24 1  21.8  -1.0  18.1  39.9   2.1 C 1  0 63       pavai        NaN   NaN   NaN 18.4   1.1   0.6
1644 05 24 07 24 1  21.8  -1.0  23.4  45.2  -0.4 C 1  5 63       pavai        NaN   NaN   NaN 23.4  77.4  42.2
1644 05 25 08 36 1  21.9  -0.8  33.7  55.6   0.7 C 1  1 63       pavai        NaN   NaN   NaN 33.7   5.6   3.4
1644 05 25 08 36 1  21.9  -0.8  33.1  55.0   1.8 C 1  2 63       pavai        NaN   NaN   NaN 33.2  10.1   6.0
1644 05 25 08 36 1  21.9  -0.8  30.7  52.6   2.2 C 1  2 63       pavai        NaN   NaN   NaN 30.8  10.1   5.9
1644 05 25 08 36 1  21.9  -0.8  31.8  53.7   0.4 C 1  0 63       pavai        NaN   NaN   NaN 31.8   1.1   0.6
1644 05 25 08 36 1  21.9  -0.8  31.2  53.1   2.0 C 1  1 63       pavai        NaN   NaN   NaN 31.3   5.6   3.3
1644 05 25 08 36 1  21.9  -0.8  27.1  49.0  -0.2 C 1  2 63       pavai        NaN   NaN   NaN 27.1  10.1   5.7
1644 05 25 08 36 1  21.9  -0.8  38.5  60.4   0.2 C 1  5 63       pavai        NaN   NaN   NaN 38.5  77.4  49.5
1644 05 26 06 30 1  22.0  -0.7  46.4  68.4   4.0 C 1  1 63       pavai        NaN   NaN   NaN 46.6   5.6   4.1
1644 05 26 06 30 1  22.0  -0.7  41.4  63.4   2.7 C 1  1 63       pavai        NaN   NaN   NaN 41.5   5.6   3.7
1644 05 26 06 30 1  22.0  -0.7  45.0  67.0   2.8 C 1  2 63       pavai        NaN   NaN   NaN 45.1  10.1   7.2
1644 05 26 06 30 1  22.0  -0.7  42.1  64.1   1.0 C 1  2 63       pavai        NaN   NaN   NaN 42.1  10.1   6.8
1644 05 26 06 30 1  22.0  -0.7  49.8  71.8   0.5 C 1  5 63       pavai        NaN   NaN   NaN 49.8  77.4  60.0
1644 05 27 06 19 1  22.2  -0.6  62.9  85.1   0.1 C 1  4 63       pavai        NaN   NaN   NaN 62.9  41.5  45.6
1644 05 28 06 14 1  22.3  -0.5  78.5 100.8  -0.1 C 1  2 63       pavai        NaN   NaN   NaN 78.5  10.1  25.3
1644 05 28 06 17 1  22.3  -0.5 -74.7 307.6  12.3 C 1  2 66       pavai        NaN   NaN   NaN 75.2  10.2  19.9
1644 05 30 06 38 1  22.5  -0.2 -50.1 332.4   8.5 C 1  3 66       pavai        NaN   NaN   NaN 50.7  23.7  18.7
1644 05 31 06 35 1  22.7  -0.1 -37.5 345.2  10.5 C 1  3 66       pavai        NaN   NaN   NaN 38.8  23.7  15.2
1644 05 31 06 35 1  22.7  -0.1 -80.0 302.7  -5.8 C 1  1 65       pavai        NaN   NaN   NaN 80.0   5.6  16.2
1644 06 01 06 51 1  22.8   0.0 -24.3 358.5   9.9 C 1  4 66       pavai        NaN   NaN   NaN 26.1  41.8  23.3
1644 06 01 06 51 1  22.8   0.0 -66.8 316.0  -6.6 C 1  2 65       pavai        NaN   NaN   NaN 67.0  10.2  13.0
1644 06 03 06 39 1  22.9   0.2 -39.4 343.5  -7.3 C 1  4 65       pavai        NaN   NaN   NaN 40.0  41.8  27.3
1644 06 03 06 39 1  22.9   0.2   1.2  24.1   8.8 C 1  0 66       pavai        NaN   NaN   NaN  8.6   1.1   0.6
1644 06 03 06 39 1  22.9   0.2   0.8  23.7  11.6 C 1  1 66       pavai        NaN   NaN   NaN 11.4   5.6   2.9
1644 06 03 06 39 1  22.9   0.2   2.5  25.4  14.0 C 1  1 66       pavai        NaN   NaN   NaN 14.0   5.6   2.9
1644 06 03 06 39 1  22.9   0.2   2.2  25.1   9.7 C 1  2 66       pavai        NaN   NaN   NaN  9.7  10.2   5.2
1644 06 04 06 26 1  23.0   0.4  13.0  36.0   8.2 C 1  1 66       pavai        NaN   NaN   NaN 15.1   5.6   2.9
1644 06 04 06 26 1  23.0   0.4  15.4  38.4   9.4 C 1  1 66       pavai        NaN   NaN   NaN 17.8   5.6   2.9
1644 06 04 06 26 1  23.0   0.4  14.1  37.1  11.8 C 1  1 66       pavai        NaN   NaN   NaN 18.1   5.6   2.9
1644 06 04 06 26 1  23.0   0.4  14.8  37.8   8.1 C 1  2 66       pavai        NaN   NaN   NaN 16.7  10.2   5.3
1644 06 04 06 26 1  23.0   0.4 -25.9 357.1  -6.8 C 1  4 65       pavai        NaN   NaN   NaN 26.8  41.8  23.4
1644 06 05 06 37 1  23.1   0.5  29.2  52.3   7.3 C 1  2 66       pavai        NaN   NaN   NaN 29.9  10.2   5.9
1644 06 05 06 37 1  23.1   0.5 -12.3  10.8  -6.4 C 1  6 65       pavai        NaN   NaN   NaN 14.1 109.5  56.4
1644 06 05 06 37 1  23.1   0.5 -75.0 308.1  -0.6 C 1  1 67       pavai        NaN   NaN   NaN 75.0   5.6  10.8
1644 06 05 06 37 1  23.1   0.5 -72.8 310.3   0.8 C 1  1 67       pavai        NaN   NaN   NaN 72.8   5.6   9.5
1644 06 06 07 20 1  23.2   0.6 -59.5 323.7   3.3 C 1  2 67       pavai        NaN   NaN   NaN 59.5  10.2  10.1
1644 06 06 07 20 1  23.2   0.6 -56.5 326.7   3.6 C 1  2 67       pavai        NaN   NaN   NaN 56.5  10.2   9.2
1644 06 06 07 20 1  23.2   0.6   1.3  24.5  -6.7 C 1  6 65       pavai        NaN   NaN   NaN  7.4 109.5  55.2
1644 06 07 07 42 1  23.2   0.7  15.4  38.6  -6.8 C 1  4 65       pavai        NaN   NaN   NaN 17.1  41.8  21.9
1644 06 13 08 17 1  23.5   1.4 -65.1 318.4   3.8 C 1  2 68       pavai        NaN   NaN   NaN 65.1  10.0  11.9
1644 06 13 08 17 1  23.5   1.4 -64.1 319.4   3.2 C 1  1 68       pavai        NaN   NaN   NaN 64.1   5.6   6.4
1644 06 17 06 06 1  23.5   1.9 -12.4  11.1   0.6 C 1  3 68       pavai        NaN   NaN   NaN 12.5  23.3  11.9
1644 06 22 06 18 1  23.3   2.5  39.1  62.4  -3.5 C 1  2 68       pavai        NaN   NaN   NaN 39.5  10.0   6.5
1644 06 28 06 25 1  23.0   3.1 -66.7 316.3  -8.0 C 1  2 70       pavai        NaN   NaN   NaN 67.5  10.0  13.0
1644 06 29 06 56 1  22.9   3.3 -53.5 329.4  -7.9 C 1  3 70       pavai        NaN   NaN   NaN 54.5  23.3  20.1
1644 06 29 06 56 1  22.9   3.3 -54.4 328.5  15.5 C 1  3 72       pavai        NaN   NaN   NaN 54.9  23.3  20.3
1644 06 29 06 56 1  22.9   3.3 -55.6 327.3  11.8 C 1  2 72       pavai        NaN   NaN   NaN 55.7  10.0   8.9
1644 06 30 07 48 1  22.8   3.4 -66.9 315.9  -5.6 C 1  2 69       pavai        NaN   NaN   NaN 67.4  10.0  13.0
1644 06 30 07 48 1  22.8   3.4 -40.4 342.4  -8.2 C 1  3 70       pavai        NaN   NaN   NaN 41.9  23.3  15.7
1644 06 30 07 48 1  22.8   3.4 -77.6 305.2  -9.7 C 1  1 71       pavai        NaN   NaN   NaN 78.4   5.6  13.9
1644 07 02 06 46 1  22.6   3.6 -36.6 346.0  -4.6 C 1  3 69       pavai        NaN   NaN   NaN 37.5  23.3  14.7
1644 07 02 06 46 1  22.6   3.6 -13.8   8.8  -8.2 C 1  3 70       pavai        NaN   NaN   NaN 18.1  23.3  12.3
1644 07 02 06 46 1  22.6   3.6 -49.1 333.5  -9.7 C 1  2 71       pavai        NaN   NaN   NaN 50.7  10.0   7.9
1644 07 03 07 38 1  22.4   3.7 -22.8 359.6  -4.9 C 1  4 69       pavai        NaN   NaN   NaN 24.3  41.1  22.6
1644 07 03 07 38 1  22.4   3.7   0.0  22.4  -8.4 C 1  4 70       pavai        NaN   NaN   NaN 12.1  41.1  21.0
1644 07 03 07 38 1  22.4   3.7 -36.1 346.3 -10.1 C 1  2 71       pavai        NaN   NaN   NaN 38.5  10.0   6.4
1644 07 03 07 38 1  22.4   3.7 -21.3   1.1   9.2 C 1  2 72       pavai        NaN   NaN   NaN 21.9  10.0   5.4
1644 07 03 07 38 1  22.4   3.7 -24.4 358.0  10.3 C 1  2 72       pavai        NaN   NaN   NaN 25.1  10.0   5.5
1644 07 03 07 38 1  22.4   3.7 -22.9 359.5  10.1 C 1  1 72       pavai        NaN   NaN   NaN 23.6   5.6   3.1
1644 07 04 07 13 1  22.3   3.8  -9.4  12.9  -5.1 C 1  4 69       pavai        NaN   NaN   NaN 12.9  41.1  21.1
1644 07 04 07 13 1  22.3   3.8  12.8  35.1  -8.6 C 1  4 70       pavai        NaN   NaN   NaN 17.8  41.1  21.6
1644 07 04 07 13 1  22.3   3.8 -22.2   0.1  -9.9 C 1  2 71       pavai        NaN   NaN   NaN 26.0  10.0   5.6
1644 07 04 07 13 1  22.3   3.8 -10.6  11.7  10.2 C 1  2 72       pavai        NaN   NaN   NaN 12.3  10.0   5.1
1644 07 04 07 13 1  22.3   3.8 -11.4  10.9   9.9 C 1  1 72       pavai        NaN   NaN   NaN 12.9   5.6   2.9
1644 07 04 07 13 1  22.3   3.8 -12.1  10.2   8.8 C 1  3 72       pavai        NaN   NaN   NaN 13.0  23.3  12.0
1644 07 04 07 13 1  22.3   3.8 -11.4  10.9   8.7 C 1  0 72       pavai        NaN   NaN   NaN 12.4   1.1   0.6
1644 07 04 07 13 1  22.3   3.8 -11.8  10.5   8.4 C 1  0 72       pavai        NaN   NaN   NaN 12.6   1.1   0.6
1644 07 04 07 13 1  22.3   3.8  -6.9  15.4   8.8 C 1  3 72       pavai        NaN   NaN   NaN  8.5  23.3  11.8
1644 07 04 07 13 1  22.3   3.8  -6.6  15.7   8.7 C 1  3 72       pavai        NaN   NaN   NaN  8.2  23.3  11.8
1644 07 04 07 13 1  22.3   3.8  -6.3  16.0   8.2 C 1  1 72       pavai        NaN   NaN   NaN  7.7   5.6   2.8
1644 07 04 07 13 1  22.3   3.8  -5.8  16.5   7.9 C 1  1 72       pavai        NaN   NaN   NaN  7.1   5.6   2.8
1644 07 04 07 13 1  22.3   3.8  -7.7  14.6   8.3 C 1  0 72       pavai        NaN   NaN   NaN  8.9   1.1   0.6
1644 07 04 07 13 1  22.3   3.8  -5.2  17.1   7.6 C 1  0 72       pavai        NaN   NaN   NaN  6.4   1.1   0.6
1644 07 04 07 13 1  22.3   3.8  -5.4  16.9   8.5 C 1  0 72       pavai        NaN   NaN   NaN  7.2   1.1   0.6
1644 07 04 07 13 1  22.3   3.8  -7.5  14.8   9.7 C 1  1 72       pavai        NaN   NaN   NaN  9.5   5.6   2.8
1644 07 04 07 13 1  22.3   3.8  -7.0  15.3   8.0 C 1  0 72       pavai        NaN   NaN   NaN  8.1   1.1   0.6
1644 07 04 07 13 1  22.3   3.8  -7.1  15.2   7.6 C 1  0 72       pavai        NaN   NaN   NaN  8.0   1.1   0.6
1644 07 05 07 46 1  22.2   3.9   4.0  26.2  -4.8 C 1  4 69       pavai        NaN   NaN   NaN  9.6  41.1  20.8
1644 07 05 07 46 1  22.2   3.9   2.2  24.4  -4.4 C 1  0 69       pavai        NaN   NaN   NaN  8.6   1.1   0.6
1644 07 05 07 46 1  22.2   3.9   2.7  24.9  -4.6 C 1  0 69       pavai        NaN   NaN   NaN  8.9   1.1   0.6
1644 07 05 07 46 1  22.2   3.9  26.7  48.9  -8.7 C 1  3 70       pavai        NaN   NaN   NaN 29.4  23.3  13.4
1644 07 05 07 46 1  22.2   3.9  -7.7  14.5 -10.5 C 1  2 71       pavai        NaN   NaN   NaN 16.3  10.0   5.2
1644 07 05 07 46 1  22.2   3.9  -0.2  22.0   9.6 C 1  2 72       pavai        NaN   NaN   NaN  5.7  10.0   5.0
1644 07 05 07 46 1  22.2   3.9   0.7  22.9   8.6 C 1  2 72       pavai        NaN   NaN   NaN  4.8  10.0   5.0
1644 07 05 07 46 1  22.2   3.9   4.4  26.6   8.1 C 1  2 72       pavai        NaN   NaN   NaN  6.1  10.0   5.0
1644 07 05 07 46 1  22.2   3.9   3.3  25.5   8.4 C 1  1 72       pavai        NaN   NaN   NaN  5.6   5.6   2.8
1644 07 05 07 46 1  22.2   3.9   7.7  29.9   7.7 C 1  1 72       pavai        NaN   NaN   NaN  8.6   5.6   2.8
1644 07 05 07 46 1  22.2   3.9   8.2  30.4   7.3 C 1  2 72       pavai        NaN   NaN   NaN  8.8  10.0   5.1
1644 07 05 07 46 1  22.2   3.9   8.8  31.0   8.1 C 1  3 72       pavai        NaN   NaN   NaN  9.7  23.3  11.8
1644 07 07 06 43 1  21.9   4.1  31.0  52.9  -5.1 C 1  4 69       pavai        NaN   NaN   NaN 32.3  41.1  24.3
1644 07 07 06 43 1  21.9   4.1  53.8  75.7  -9.1 C 1  2 70       pavai        NaN   NaN   NaN 55.2  10.0   8.8
1644 07 07 06 43 1  21.9   4.1  18.0  39.9 -10.3 C 1  2 71       pavai        NaN   NaN   NaN 23.0  10.0   5.4
1644 07 07 06 43 1  21.9   4.1  32.7  54.6   8.3 C 1  2 72       pavai        NaN   NaN   NaN 32.8  10.0   5.9
1644 07 07 06 43 1  21.9   4.1  30.6  52.5   6.9 C 1  2 72       pavai        NaN   NaN   NaN 30.6  10.0   5.8
1644 07 07 06 43 1  21.9   4.1  29.3  51.2   8.7 C 1  2 72       pavai        NaN   NaN   NaN 29.5  10.0   5.7
1644 07 07 06 43 1  21.9   4.1  28.2  50.1   7.2 C 1  2 72       pavai        NaN   NaN   NaN 28.2  10.0   5.7
1644 07 07 06 43 1  21.9   4.1  36.3  58.2   7.7 C 1  3 72       pavai        NaN   NaN   NaN 36.3  23.3  14.5
1644 07 07 06 43 1  21.9   4.1  -4.7  17.2  -6.4 C 1  2 73       pavai        NaN   NaN   NaN 11.5  10.1   5.2
1644 07 07 06 43 1  21.9   4.1  -6.5  15.4  -5.7 C 1  3 73       pavai        NaN   NaN   NaN 11.7  23.7  12.1
1644 07 07 06 43 1  21.9   4.1  -7.5  14.4  -5.2 C 1  3 73       pavai        NaN   NaN   NaN 11.9  23.7  12.1
1644 07 07 06 43 1  21.9   4.1  -2.5  19.4  -6.2 C 1  4 73       pavai        NaN   NaN   NaN 10.6  41.7  21.2
1644 07 08 06 39 1  21.8   4.2  45.5  67.3  -5.2 C 1  4 69       pavai        NaN   NaN   NaN 46.4  41.1  29.8
1644 07 08 06 39 1  21.8   4.2  67.4  89.2  -8.6 C 1  2 70       pavai        NaN   NaN   NaN 68.4  10.0  13.6
1644 07 08 06 39 1  21.8   4.2  31.7  53.5 -10.4 C 1  2 71       pavai        NaN   NaN   NaN 34.8  10.0   6.1
1644 07 08 06 39 1  21.8   4.2  46.4  68.2   6.2 C 1  2 72       pavai        NaN   NaN   NaN 46.2  10.0   7.2
1644 07 08 06 39 1  21.8   4.2  44.6  66.4   8.5 C 1  2 72       pavai        NaN   NaN   NaN 44.5  10.0   7.0
1644 07 08 06 39 1  21.8   4.2  51.4  73.2   7.8 C 1  3 72       pavai        NaN   NaN   NaN 51.2  23.3  18.6
1644 07 08 06 39 1  21.8   4.2  10.5  32.3  -6.5 C 1  2 73       pavai        NaN   NaN   NaN 15.0  10.1   5.2
1644 07 08 06 39 1  21.8   4.2   6.1  27.9  -4.7 C 1  4 73       pavai        NaN   NaN   NaN 10.8  41.7  21.2
1644 07 08 06 39 1  21.8   4.2  12.7  34.5  -7.0 C 1  0 73       pavai        NaN   NaN   NaN 16.9   1.1   0.6
1644 07 08 06 39 1  21.8   4.2  11.9  33.7  -6.8 C 1  4 73       pavai        NaN   NaN   NaN 16.2  41.7  21.7
1644 07 09 07 10 1  21.6   4.3  58.7  80.3  -4.9 C 1  3 69       pavai        NaN   NaN   NaN 59.3  23.3  22.9
1644 07 09 07 10 1  21.6   4.3  79.3 100.9  -9.1 C 1  1 70       pavai        NaN   NaN   NaN 80.2   5.6  16.4
1644 07 09 07 10 1  21.6   4.3  64.4  86.0   7.9 C 1  3 72       pavai        NaN   NaN   NaN 64.1  23.3  26.7
1644 07 09 07 10 1  21.6   4.3  22.6  44.2  -3.7 C 1  0 73       pavai        NaN   NaN   NaN 23.9   1.1   0.6
1644 07 09 07 10 1  21.6   4.3  21.8  43.4  -3.6 C 1  0 73       pavai        NaN   NaN   NaN 23.2   1.1   0.6
1644 07 09 07 10 1  21.6   4.3  22.7  44.3  -5.0 C 1  1 73       pavai        NaN   NaN   NaN 24.5   5.6   3.1
1644 07 09 07 10 1  21.6   4.3  21.3  42.9  -2.8 C 1  2 73       pavai        NaN   NaN   NaN 22.4  10.1   5.5
1644 07 09 07 10 1  21.6   4.3  21.5  43.1  -5.2 C 1  3 73       pavai        NaN   NaN   NaN 23.5  23.7  12.9
1644 07 09 07 10 1  21.6   4.3  25.8  47.4  -5.6 C 1  4 73       pavai        NaN   NaN   NaN 27.6  41.7  23.5
1644 07 10 06 55 1  21.5   4.4  73.2  94.7  -5.2 C 1  3 69       pavai        NaN   NaN   NaN 73.7  23.3  41.6
